app_name,review_id,date,rating,review_text,thumbs_up,app_version,user_name,developer_reply,reply_date
Cash App,eedc8752-8668-44e4-9135-368f273cdb65,2026-05-25 15:57:51,5,amazing app its amazing really! 👏,0,5.52.0,Wyatt,"Thank you for this great rating, Wyatt! We are so happy to hear that you are having a great experience with Cash App. If you ever need our assistance, just message us, here: https://help.cash.app/3128
",2026-05-25 18:26:41
Cash App,ff1521f7-a391-411b-a0b2-4aee0b1ff9fb,2026-05-25 15:16:30,3,there's a bug with adding an address. iv tried multiple times but can't. iv uninstalled the app a few times and tried different things,0,5.52.0,Daniel Nemitz,"Hi Daniel, we understand how unideal it can be to have trouble adding your address. We'd like to take a closer look at what's going on with your account. You can send our team a message here: https://help.cash.app/4usBjOH.",2026-05-25 18:06:32
Cash App,4a022e4e-5b93-4194-9693-7195dee0bc97,2026-05-25 15:15:49,5,greatest,0,5.52.0,mekhi bush,"Thank you for your kind word! We appreciate you taking the time to share your positive experience with Cash App. If you ever need assistance, don't hesitate to reach out to us at https://help.cash.app/3128.",2026-05-25 18:26:19
Cash App,7fba6d05-880d-46c5-b0d6-d651d2afeac6,2026-05-25 15:07:51,5,Love this app,0,5.52.0,Alishia Potter,"We're glad to hear you're loving your experience with the app, Alishia! Thank you for the review. If you ever need us, you can contact us here: https://help.cash.app/4v80fuM.",2026-05-25 18:31:43
Cash App,9ab7943f-d72e-4692-8d16-b8b260b6a155,2026-05-25 15:01:45,5,👍🏿,0,,Calvin Young,"We appreciate your feedback, Calvin! Please reach out to our team here: https://help.cash.app/3128 if you ever need help.
",2026-05-25 18:28:25
Cash App,5073c145-af1e-423d-9329-6aefda2aec9d,2026-05-25 15:00:26,5,Great 👍,0,5.30.0,Sharon PickFord,"We appreciate your review, thanks for sharing this with us, Sharon! If you ever need our assistance, you can contact us directly with this link: https://help.cash.app/3128.
",2026-05-25 18:27:10
Cash App,b22be86d-82c3-48f3-8ed2-3066448daab3,2026-05-25 14:53:56,5,great service,0,5.52.0,Joseph Teboutson,"This is so nice to hear, Joseph! Thank you for taking the time to leave this sweet review. Feel free to reach out here: https://help.cash.app/3128 if needed.
",2026-05-25 18:26:48
Cash App,1af2de5f-89dd-4b37-82ed-2dca2c382027,2026-05-25 14:48:46,5,I like this amp it help me save money,0,5.52.0,Ej Harper Harper,"Thanks for the kind post. It is nice to know you like the app, and we appreciate you taking the time to leave this review. If you need us, we’ll be here to assist you at: https://help.cash.app/3128.",2026-05-25 18:26:26
Cash App,b1a13dfe-d4c1-43a6-ad6c-83e1ad9ef495,2026-05-25 14:47:28,5,I always get my money fast with no issues or dilemmas. I am homeless and sometimes ppl help me out through cash app. I don't know what I would do without it. This has saved me from going hungry or helped me be able to afford a motel bc ppl were able to give me money when they didn't have cash on them. I recommend using cash app to ppl all the time!,0,5.52.0,Jamine Sharpe,"Thank you so much for your positive review, Jamine! We're happy to know that you find Cash App convenient. If you have any questions or need any assistance, please don't hesitate to reach out through any of these channels: https://help.cash.app/3128.
",2026-05-25 18:26:00
Cash App,973bfc51-89c1-45ab-aab9-61ea2383d98e,2026-05-25 14:46:46,1,the support is not knowledgeable or clear. untrained not personable.,0,,Taunya Millet,"Hi Taunya, thank you for taking the time to provide us with this feedback regarding your experience with our support team. Ensuring our customers receive the support they need is a top priority for us. If there's an issue you're experiencing with your account, please contact us here: https://help.cash.app/4e4keVu. We'd love to help.",2026-05-25 18:12:00
Cash App,d1ff5317-6ba9-4cb7-b6f6-abfdf380b2b2,2026-05-25 14:41:25,5,best thing I've ever done,0,5.52.0,Eric Stewart,"We love hearing this, Eric! Thanks so much for the kind review. If you need us, feel free to reach out to us here: https://help.cash.app/3128. We’ll be glad to help.",2026-05-25 18:38:46
Cash App,9bdcc89c-ebcc-4907-b047-3fb3c941f822,2026-05-25 14:35:15,5,Flexible and excellent to make transfers within a second,0,5.52.0,William,"It is so nice to hear that you're enjoying Cash App to perform your transfer, William. Thank you for taking the time to leave this sweet review. Feel free to reach out here: https://help.cash.app/3128 if needed.",2026-05-25 18:33:45
Cash App,74e334fa-d2d0-4ac0-95e1-277d826dee05,2026-05-25 14:31:00,5,Cash app I use in stead regular checking account. I called service department always helpful and polite,0,5.52.0,Tammy Cole,"We appreciate your review, Tammy! It's nice to know Cash App has worked well for your everyday banking needs and that our team has been helpful and polite when you've reached out. Don’t forget, we’re always here to help if you need us: https://help.cash.app/4v1fdmq.",2026-05-25 18:31:30
Cash App,6759fedf-6b24-4571-bdc0-483225b90289,2026-05-25 14:21:50,1,cant unblock a business,0,5.52.0,Miranda Butler,"Hi there, Miranda. We understand how important it is for you to unblock a merchant, and we'll be glad to help. Please reach out to us here: https://help.cash.app/4tZv6ZA. We'll assist you right away.",2026-05-25 18:09:25
Cash App,1fb9f28d-960c-4345-8211-0b65cc4949fd,2026-05-25 14:15:48,5,Great app,0,5.52.0,Jason Morton,"It's so good to know you find Cash App great, Jason! In case you ever need us, we’ll be here to assist: https://help.cash.app/3128.
",2026-05-25 18:28:23
Cash App,c8c2598e-852c-4ed4-9072-afe4bed800fb,2026-05-25 14:15:22,5,good,0,5.15.1,Walter Simmons,"Thanks for taking the time to post this kind review, Walter. If you need assistance, you can contact us here: https://help.cash.app/3128. Have a wonderful day!",2026-05-25 18:38:17
Cash App,a8f50bae-00fb-43cd-b86a-34fb4504576d,2026-05-25 14:14:44,5,great app overall 7 stats,0,5.52.0,Luis Corrales,"It's so good to know you find Cash App great, Luis! In case you ever need us, we’ll be here to assist: https://help.cash.app/3128.
",2026-05-25 18:28:20
Cash App,1a0a0adf-335a-4886-bf9e-b4973336bb34,2026-05-25 13:57:40,5,I dig it,0,5.52.0,Joshua Mooney,"We appreciate your feedback, Joshua! Please reach out to our team here: https://help.cash.app/3128 if you ever need help.
",2026-05-25 18:28:17
Cash App,e4b3d38d-8684-4d9b-8ddf-ee598fe4b193,2026-05-25 13:48:31,5,it is nice to have cashapp.,0,5.52.0,Holly McCormick,"Hey Holly! We're glad to hear you're enjoying having Cash App. Whenever you need support, our team is here and ready to help. You can reach us here: https://help.cash.app/4tRE3UD.",2026-05-25 18:31:15
Cash App,ac865120-882f-4cd6-af95-ed555ff32de3,2026-05-25 13:41:52,1,If I could give no stars I would. Don't expect to get money back if you accidentally get scammed out of your money. They won't return it to you.,0,5.52.0,Danielle Arnett,"We hear you and understand how inconvenient a scam situation can be, Danielle. We'd like to take a closer look into this for you and further investigate. Please reach out to us through the available options here: https://help.cash.app/3RxyuNO. We'd be glad to help.",2026-05-25 18:06:39
Cash App,d5d883c5-b880-41b5-b941-ad8c595874ed,2026-05-25 13:41:31,4,I think it is very clever,0,5.52.0,DOUGLASS HOGAN,"We appreciate you taking the time to leave this review, Douglass! For any questions you may have, feel free to reach out to us here: https://help.cash.app/3128.",2026-05-25 18:14:37
Cash App,82077b2f-4628-43d2-89fe-5d73fec083ef,2026-05-25 13:22:37,5,"I really Love Cashapp. I can have one place for all the cash and bitcoin from apps. A Debit, Savings, bitcoin account and even some Stocks.",0,5.52.0,Mark,"Thanks for your review, Mark! We are glad that you are enjoying Cash App, but if you have any questions in the future, feel free to reach out to us directly at help.cash.app/contact.",2026-05-25 18:25:32
Cash App,1e783da1-dd95-4e90-8189-18684fa3acc6,2026-05-25 13:19:59,5,great,0,5.52.0,Friend Crawford,"Hey there, thanks for the kind post. If you have questions or need help, you can reach out through our contact options here: https://help.cash.app/3128.",2026-05-25 18:24:47
Cash App,868a161e-a394-4cdc-b4b1-08402e97ae4e,2026-05-25 12:52:55,1,"horrid problem with unable to halt auto stock purchase while overseas 2 mnths. customer support was atrocious, fake! didn't even read my words... just auto replies that felt extremely abusive after 20+ phone calls explaining the situation clearly (app is unusable out of usa,,) ""just open the app and blah blah blah"" this was very stressful and sad. i cannot Wait To Uninstall and eliminate from my life forever. *results may vary*- just my experience/their reply is pure BS trust me",0,5.52.0,Diane,"This is not the experience we want you to have, Diane! Due to regulations around stock investing we're unable to provide support here but feel free to reach out to us directly at help.cash.app/contact for another chance to help. We’d be happy to assist you further.",2026-05-24 18:14:37
Cash App,661f2b24-22ae-4c83-9cce-77f589225e85,2026-05-25 12:49:02,5,"very convenient,easy to send money to others",0,5.52.0,E Y,"Hi there, we appreciate your review! We're glad to hear Cash App makes sending money to others easy and convenient for you. If you ever need guidance or support, we'll be here for you. You can find our contact options here: https://help.cash.app/42Rwe6D.",2026-05-25 18:30:59
Cash App,f944f2c9-445e-4bd3-bc4a-e4dafe4a3a5a,2026-05-25 12:15:22,5,excellent,0,4.50.0,Mark Murdoch (Sweets),"That's great to hear, Mark. We're happy the app has been a positive experience for you. Don’t forget, we’re always here to help if you need us: https://help.cash.app/4wL2JB7.",2026-05-25 18:25:05
Cash App,18a0a2e1-ff27-4e3f-ab83-ff9cc5d490f3,2026-05-25 11:43:27,5,I love how easy my Cash App card makes online shopping.,0,,Chris Kilgore,"Hey there, we’re glad you’re loving your Cash App Card, Chris. If you ever run into issues with it, let us know right here: https://help.cash.app/4dLe7Er.",2026-05-25 18:24:18
Cash App,9741f750-9bba-4102-9841-135c30207134,2026-05-25 11:19:15,3,was great until about a week ago the app now opens every time you even touch your phone. you can be in the middle of something it pops up. wouldn't be that bad if it was once and I while. Its consistent.,0,5.52.0,sarah jones,"We understand how important it is for you to have your Cash App working properly so it doesn't open itself, Sarah. Be sure you’re using the most up-to-date version of the app as well as the most recent version of your phone’s operating system. Yet we'd like to take a deeper look for you. You can get in touch with us here: http://help.cash.app/3128.",2026-05-25 18:24:22
Cash App,55c4ac2b-8b2d-44b4-9761-9354097b36cc,2026-05-25 10:45:49,5,excellent app 👌,0,5.48.0,King Barry C Thomas,"Hi there, thank you for sharing this review! We’re glad the app meets your expectations. If you ever need assistance, we’ll be here to help at: https://help.cash.app/4tTasu4.",2026-05-25 18:24:18
Cash App,15ecc867-2372-4ce0-83fa-608f95f7527b,2026-05-25 10:29:19,5,Awesome app,0,5.53.0,Elefio Salazar,"We love hearing this, Elefio! Thanks so much for the kind review. If you need us, feel free to reach out to us here: https://help.cash.app/3128. We’ll be glad to help.",2026-05-25 18:23:27
Cash App,99f53a25-d395-4f3f-8470-59d0475e2b4c,2026-05-25 08:40:05,5,it's a good bank app,0,5.52.0,hippymiester,"Hi there, this is so nice to hear! Thank you for taking the time to leave this review. We hope you never need it, but always feel comfortable using this link to get in touch with us if you ever require assistance: https://help.cash.app/3128.
",2026-05-25 18:25:52
Cash App,c04284b1-acdb-4d03-bd78-ad79450adfc9,2026-05-25 08:27:24,1,"Terrible! I've been trying to get a new cash app card since last year. It has been escalated to the special team, that did nothing. I've installed the app, uninstalled the app. All the same stupid things they keep saying isn't I working! They are absolutely terrible and they still can't fix the problem. I even got a new phone. Still doesn't work!!!",0,5.52.0,Andrew Lockett,"We understand you may not have received the assistance you were expecting and how important it is for you to order a new Cash App Card, Andrew. We'd love an opportunity to change your mind and take a closer look at what's going on. Please reach out to us through one of the available options here: https://help.cash.app/4nYvMgr.",2026-05-25 18:04:22
Cash App,bb360820-ece6-48ad-afe5-fc5e2e8e16b9,2026-05-25 07:49:38,5,badass,0,,Julisa Guerrero,"We're glad you're having a good experience with the app, Julisa! Don’t forget, we’re always here to help if you need us: https://help.cash.app/4dIGDWW.",2026-05-25 18:23:07
Cash App,c0f59538-a969-47a5-9a72-c58bf8ff2d75,2026-05-25 07:34:18,5,don't got much education in the area of me save money too,0,5.52.0,Ronni Ratliff,"We appreciate you taking the time to leave this review, Ronni. If there's anything you'd like us to take a closer look at, feel free to connect with us here: https://help.cash.app/4wL0ait.",2026-05-25 18:24:58
Cash App,616b9ffb-5deb-4d9c-8947-f6e44c102e05,2026-05-25 07:02:25,5,there great,0,5.30.0,Kim Crader,"It's so good to know you find Cash App great, Kim! In case you ever need us, we’ll be here to assist: https://help.cash.app/3128.
",2026-05-25 18:23:39
Cash App,2e1d470b-1962-48f4-92ba-3fe496979e29,2026-05-25 06:14:44,1,cash app is trash sometime it works most times not my account is always being blocked or closed for some reason at this point im over it,0,4.97.0,Stacey Randall,"Hi there, Stacey. We definitely understand how inconvenient it can be to have your account closed. Please allow us to take a closer look into this for you and provide further information. You can get in contact here: https://help.cash.app/4f1LHYZ. For more information in the meantime, you can review our Terms of Service: https://squ.re/cashapptos.",2026-05-25 18:02:31
Cash App,10fe4081-e0c9-4247-9fb9-028a847d5067,2026-05-25 05:28:16,5,"life saver , new age tech is awesome",0,5.51.1,Nate Amador,"We're very happy to know you're enjoying Cash App, Nate! We appreciate your feedback, so we can keep giving you the best experiences. If you need us, you can find all the different ways to contact us here: https://help.cash.app/3128.",2026-05-25 18:21:17
Cash App,ece9b3c3-59e7-4ab5-a049-dcbb27ab99af,2026-05-25 04:34:56,5,it great,0,5.52.0,Larry Trevino,"We appreciate you sharing this review, Larry! We're always here if you need help along the way. You can reach out through our contact options here: https://help.cash.app/4dukRYi.",2026-05-25 18:21:41
Cash App,66d38574-b5ee-4382-984f-1f364860faf0,2026-05-25 04:29:50,4,I love cash app but my afterpay is always glitching. how do I get that fixed?,0,5.52.0,Ruby Bernal,"We understand how important it is for you to have the Afterpay feature working properly, Ruby. Please feel free to reach out to us here: https://help.cash.app/3128. We’ll be glad to help.",2026-05-25 18:27:45
Cash App,04a2c2ca-d61b-4c8f-83be-faee5ccbf3bb,2026-05-25 04:24:19,4,"great,other than the issue about if a person's account is not active and u send them money on accident.....good luck getting it back!!!",0,5.52.0,Travis Walker,"We understand how important it is for you to get your funds back once sent to an inactive Cash App account, Travis. Our team would be glad to take a look at this with you, just write in here: http://help.cash.app/3128 - we’ll investigate right away.",2026-05-25 18:27:07
Cash App,b1b0c6f7-9b09-4fca-b78c-34f28564c72f,2026-05-25 04:22:00,1,Completely useless..,0,5.52.0,Edilberto Castillo,"This is troubling to hear, Edilberto. We'd like to take a closer look at what's going on with your account and an opportunity to change your mind and resolve any issues you may have. Feel free to reach out to us here: https://help.cash.app/3128",2026-05-25 18:15:11
Cash App,a902922b-030f-474f-8f97-48e63dbefd20,2026-05-25 04:21:22,5,my go to app for banking,0,5.49.0,Steff,"Thank you for being part of the Cash family, Steff! We hope you never need it, but always feel comfortable using this link to get in touch with us if you ever require assistance: https://help.cash.app/3128.",2026-05-25 18:22:30
Cash App,2da32287-6032-454e-aa04-2c863999911b,2026-05-25 04:11:30,5,God is good 💯,0,,Anthony Mullady,,
Cash App,17d547b3-d758-4cd3-86ad-1e866d1636fd,2026-05-25 04:00:04,5,it's good,0,5.49.0,Martin Martinez,"It's good to hear this, Martin! Thank you for the review. If you ever need us, you can contact us here: https://help.cash.app/4v7YJc4.",2026-05-25 18:21:00
Cash App,8b582334-5b73-49f2-b7a1-fa663fc15f12,2026-05-25 03:59:55,1,Fraud-friendly - they really don't care about accounts getting hacked and security is poor. Avoid this app.,0,5.52.0,Kellie Matthews,"Thank you for sharing this with us! Ensuring our customers receive the support they need is a top priority for us. Mind sending our team a message, so we can make sure you are getting taken care of? https://help.cash.app/3128",2026-05-25 18:13:02
Cash App,e1e9d363-9688-41b9-981a-3a5861f873b4,2026-05-25 03:57:14,5,Great app⭐⭐⭐⭐⭐,0,5.52.0,Carmel A Rodney,"That's great to hear, Carmel. We're happy the app has been a positive experience for you. If you ever need guidance or support, we'll be here for you. You can find our contact options here: https://help.cash.app/42VFTZK.",2026-05-25 18:20:31
Cash App,1055a288-fd3c-4d01-92e6-069ddacf1ad4,2026-05-25 03:53:44,5,I love cash app,0,5.49.0,Michele Thompson,"It is nice to hear you love the app, Michele, and we appreciate you taking the time to leave this post. If you need us, we’ll be here to assist you at: https://help.cash.app/3128.",2026-05-25 18:19:47
Cash App,65c14014-6a36-42b6-b4ba-f46544feac9a,2026-05-25 03:27:35,1,My wallet was stolen my cash app card on the other cards my license everything was in it and cash app will not give me another card. They’re coming up with all kind of excuses that I have a personal account in a business account and they won’t give me no information on either one of them and I don’t have a business account. I just want my cash app card back so I can continue paying the people like I did.,0,4.50.0,Nancy Kilburn,"Hi Nancy, ensuring our customers receive the support they need is a top priority for us. Mind sending our team a message, so we can make sure you are getting taken care of? https://help.cash.app/3128.",2026-05-25 18:09:15
Cash App,7c2a2e78-272c-4339-baf2-10c079522eee,2026-05-25 03:25:46,5,love it,0,5.49.0,Martila Murphy,"We're glad to hear you're loving your experience with the app, Martila! Thank you for the review. If you ever need us, you can contact us here: https://help.cash.app/4wO9xxB.",2026-05-25 18:19:51
Cash App,81623a24-5f7d-4625-b1e7-7698dc96c0b3,2026-05-25 03:22:00,5,so handy to have.,0,5.52.0,Colleen Fuller,"We love hearing this, Colleen! Thanks so much for the kind review. If you need us, feel free to reach out to us here: https://help.cash.app/3128. We’ll be glad to help.
",2026-05-25 18:18:53
Cash App,de79a71b-245a-4ea5-8a47-5f3705754a95,2026-05-25 03:12:43,5,one of my favorite apps,0,5.52.0,Betsy Julian,"We love hearing this, Betsy! Thanks so much for the kind review. If you need us, feel free to reach out to us here: https://help.cash.app/3128. We’ll be glad to help.
",2026-05-25 18:19:29
Cash App,a65b9275-2e94-4cae-a1f5-c22648a912dc,2026-05-25 02:57:23,5,Good,0,5.52.0,Javier Orlando Sanchez Sr.,"We appreciate your feedback, Javier! Please reach out to our team here: https://help.cash.app/3128 if you ever need help.
",2026-05-25 18:19:13
Cash App,781f1be2-d1d8-4938-acd6-a0b5035e7232,2026-05-25 02:30:56,5,I love cash app it helps with stocks credit everything I need it does....,0,5.52.0,Randy Hall,"Thanks for your review, Randy! We are glad that you are enjoying Cash App, but if you have any questions in the future, feel free to reach out to us directly at help.cash.app/contact.
",2026-05-25 18:18:55
Cash App,3e9c96c3-ee6c-4cf1-af93-f0cdf1c6f9bc,2026-05-25 01:43:50,1,"it will not let me put in my address to order a customized kids card. this is super aggravating and no matter how I do it, it won't go to the next option. chat doesn't help cause it's all automated",0,5.52.0,Leanna Lewis,We understand how important it is for you to be able to order the card for your kids. We're investigating reports of an issue affecting address entry in the app. Our team is working to resolve this issue. Thank you for your patience. You can contact us if you have any further questions: https://help.cash.app/4fMspaa.,2026-05-25 18:16:29
Cash App,2772e48f-b453-466f-bfd1-0611f19d48e0,2026-05-25 01:18:06,5,Love it!!!,0,5.52.0,Daniel Herald,"We are so glad to know you are loving Cash App, Daniel! If you need us, we’ll be here to assist you at: https://help.cash.app/3128.",2026-05-25 18:18:32
Cash App,53b3fc76-6cec-422f-a40c-10cc4812b246,2026-05-25 00:52:53,5,GREAT APP!!,0,5.49.0,Jennifer Richards,"Hi there, Jennifer! We appreciate you sharing this review. Don’t forget, we’re always here to help if you need us: https://help.cash.app/4tTf0kg.",2026-05-25 18:27:52
Cash App,b3af908f-ffd2-49fb-bf42-953611168189,2026-05-25 00:51:21,5,it's a good app,0,,Deajanae Thornton,"We appreciate your feedback, Deajanae! Please reach out to our team here: https://help.cash.app/4uf0O5r if you ever need help.",2026-05-25 18:27:32
Cash App,f8a32716-b146-4e42-8a78-ec833e0ede8e,2026-05-25 00:16:13,5,The best money app ever. All of their features work even BETTER than advertised.,0,5.52.0,Jeremy Smith,"You’re too kind, Jeremy! Thank you so much for posting this review. Hopefully you’ll never need it, but we’re always here to help at: https://help.cash.app/4dRLx4m.",2026-05-25 18:19:02
Cash App,c4f5171f-122e-47e4-80bd-865632d620b5,2026-05-25 00:10:06,5,can wait to get this app card goin,0,,Unicorn world,"We totally understand that this situation may be less than ideal, and we’re here to help. Could you please provide more details about this situation with our team? Feel free to contact us so that we can investigate this issue ASAP: https://help.cash.app/3Q4EVHL.
",2026-05-25 18:18:34
Cash App,064d60c4-7b33-49d4-95f8-648366aa9850,2026-05-25 00:04:54,1,won't give me my fefund,0,5.48.0,Kristy Wilkinson,"Hey Kristy, we understand how important this refund is to you, and we would like to better understand the situation, so we can help you. Please write in again, and we'll take a look right away: https://help.cash.app/3PHoUY0.",2026-05-25 18:16:02
Cash App,d297c27c-4d78-4d1c-83da-ae1e3a6c2645,2026-05-24 23:58:40,5,"Gotta love ❤ it , even the plugs 🔌 have cash app now a days😆😆",0,5.49.0,Ashley Ford,"You’re too kind, Ashley! Thank you so much for posting this review. Hopefully you’ll never need it, but we’re always here to help at: https://help.cash.app/4duRuFl.",2026-05-25 18:27:00
Cash App,783cdd7f-dacc-4c89-a2c5-0e77d80fdfcb,2026-05-24 23:56:32,5,Love it.,0,,Schizo _Grape,"Hi there, we are so glad to hear you are loving Cash App, and we appreciate you taking the time to provide this feedback. If there is anything we can ever do to keep things running smoothly for you, we are just a message away: https://help.cash.app/3128",2026-05-25 18:25:39
Cash App,99098964-ebc5-49fd-b551-adee85f49b59,2026-05-24 23:56:14,1,"Android app not running since a few days, shows something went wrong, check your internet connection on any phone i try.",0,5.53.0,F B,"Hi there, we understand that this is not the experience you want to have with Cash App. Be sure you’re using the most up-to-date version of the app as well as the most recent version of your phone’s operating system too, this will normally resolve the issue. Please don’t hesitate to contact us if we can help further: https://help.cash.app/4uzGahc.",2026-05-25 18:15:30
Cash App,e4532a4a-da18-4885-ad48-562cf396d9cc,2026-05-24 23:46:01,1,when card is locked it still allows for scammed to withdrawal,0,5.52.0,Lisa,"Hi Lisa, we know how important it's for you to have clarity about these charges. We prioritize your account's safety and take a number of steps to make sure your account is protected. We'd like to better understand the issue you're experiencing with your account. Please write in, and we'll take a look right away: https://help.cash.app/42YYOD0.
",2026-05-25 18:13:59
